"total_customers","one_time_customers","two_order_customers","three_order_customers","four_plus_customers","one_time_pct","repeat_rate_pct","avg_orders_per_customer","max_orders_single_customer","avg_days_between_first_last_order","total_revenue","one_time_revenue","repeat_customer_revenue","one_time_revenue_pct","repeat_revenue_pct","avg_one_time_customer_value","avg_repeat_customer_value"
"93357","90556","2573","181","47","97.00","3.00","1.03","15","87.8","15422461.77","14558104.56","864357.21","94.40","5.60","160.76","308.59"
