customer_unique_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code,segment,action_priority
ada6236b6bba2b0c3588aea846e43afb,63,2,221.28,5,3,3,05/03/2003,Active & Engaged,2
3be412c1321c061d6f85c5e41530ce2d,209,2,220.59,4,3,3,04/03/2003,Active & Engaged,2
d0145502f422d4a9387f75186674f29a,210,2,220.29,4,3,3,04/03/2003,Active & Engaged,2
49c6b1ee895e59043bcd5e2135f08355,145,2,220.28,4,3,3,04/03/2003,Active & Engaged,2
d44f553a3663a6323c901cf1f0a47c87,51,2,219.93,5,3,3,05/03/2003,Active & Engaged,2
c32c120fa230c291ecc017406aa2f39d,58,2,219.58,5,3,3,05/03/2003,Active & Engaged,2
a660768f87f5460dead886e622dd5741,149,2,219.39,4,3,3,04/03/2003,Active & Engaged,2
995fe9426f030109b1614044edaf46d9,202,2,218.94,4,3,3,04/03/2003,Active & Engaged,2
9c18cd0ba86443dce5c2e5157cbd2eff,141,2,218.68,4,3,3,04/03/2003,Active & Engaged,2
2d5e5796e7901464c00407e69739c6db,135,2,217.39,4,3,3,04/03/2003,Active & Engaged,2
b021c4914aaf3c673e92473fb1e61010,73,2,216.57,5,3,3,05/03/2003,Active & Engaged,2
70601471b692cc0879300373118041ff,117,2,215.77,5,3,3,05/03/2003,Active & Engaged,2
dd20866f2a6d0f83a61cf8887a09528d,72,2,215.05,5,3,3,05/03/2003,Active & Engaged,2
5d7ff357d021646cf8adf2601713f624,132,2,215.03,5,3,3,05/03/2003,Active & Engaged,2
0ac4a9460c1baf3051ffec5c9021a499,140,2,214.94,4,3,3,04/03/2003,Active & Engaged,2
182053495bc94c2f41090ce8c41be266,59,3,214.9,5,5,3,05/05/2003,Active & Engaged,2
011575986092c30523ecb71ff10cb473,182,2,214.9,4,3,3,04/03/2003,Active & Engaged,2
f06d35a600b606329886d392afda66c7,100,2,213.74,5,3,3,05/03/2003,Active & Engaged,2
e6f18fab493c0bdc553eafd9b66cb5f2,213,2,213.69,4,3,3,04/03/2003,Active & Engaged,2
78c5bae602d6d120f6f4ed4acbd46284,211,2,213.34,4,3,3,04/03/2003,Active & Engaged,2
3e3d56f9737c010ccb5b67c601a18b53,78,2,212.63,5,3,3,05/03/2003,Active & Engaged,2
815a99cb9852a1011da9bb7f2070b93e,145,2,212.25,4,3,3,04/03/2003,Active & Engaged,2
523b7915f240831d06b34ab9b804a200,152,2,212.13,4,3,3,04/03/2003,Active & Engaged,2
7d3d94b4740895a17760e976797f9f0e,178,3,211.82,4,5,3,04/05/2003,Active & Engaged,2
44b49176f1aca9533b67f3eedab0b2de,113,2,211.63,5,3,3,05/03/2003,Active & Engaged,2
88c11a241bcbd239da19623bb23891a9,85,2,211.48,5,3,3,05/03/2003,Active & Engaged,2
0ef7b906320b21fe4d39f99496aaa2d8,74,2,210.22,5,3,3,05/03/2003,Active & Engaged,2
ef7200d5b0b899369c77c7407ec5502e,172,2,210.03,4,3,3,04/03/2003,Active & Engaged,2
e6ae3727da5a849a77c47c7d661bd152,124,2,209.97,5,3,3,05/03/2003,Active & Engaged,2
e836a4279bd9127752d8949d46f7a5a5,97,2,209.89,5,3,3,05/03/2003,Active & Engaged,2
3bcd0ddf751cb9542efe9f6299fad626,103,2,208.92,5,3,3,05/03/2003,Active & Engaged,2
94374f520fa9fe75d477ecf113cae041,197,2,208.64,4,3,3,04/03/2003,Active & Engaged,2
a366793a4999f8cc135855c4dd347421,130,2,207.97,5,3,3,05/03/2003,Active & Engaged,2
b9833a43443ed9fad7a66f9ffb80684c,91,2,207.61,5,3,3,05/03/2003,Active & Engaged,2
e4d800060f85d896b83b4c3e3570065b,209,2,207.56,4,3,3,04/03/2003,Active & Engaged,2
ccafc1c3f270410521c3c6f3b249870f,132,2,207.51,5,3,3,05/03/2003,Active & Engaged,2
fa494e4132e6539d70a8478f1d0cf3e3,72,2,207.22,5,3,3,05/03/2003,Active & Engaged,2
22ac8971f405f9520b3e7cf37e042ee7,65,2,207.08,5,3,3,05/03/2003,Active & Engaged,2
0e381ce773b382849206115413009851,75,2,206.63,5,3,3,05/03/2003,Active & Engaged,2
e208e280c8d8debab258793b0ce264ba,175,2,206.62,4,3,3,04/03/2003,Active & Engaged,2
525e9dbf2f675f893b9f695d5ecefb31,75,2,206.48,5,3,3,05/03/2003,Active & Engaged,2
7eeb6421712844795dd8ff9ec6a58b18,124,2,206.42,5,3,3,05/03/2003,Active & Engaged,2
5936fabf5dfeaa6c31d9f649b5794e2c,81,2,206.13,5,3,3,05/03/2003,Active & Engaged,2
65a6ec5d6e6e86bc43a2cbf235be4675,171,2,206.02,4,3,3,04/03/2003,Active & Engaged,2
bb99e6ae642f462d7bf05db05fc9aa11,194,2,205.98,4,3,3,04/03/2003,Active & Engaged,2
2e49a3bbeb76297ee0ff49df39c2456c,59,2,205.07,5,3,3,05/03/2003,Active & Engaged,2
3279712e1ea8d52462488b4fb9dd7014,152,2,204.54,4,3,3,04/03/2003,Active & Engaged,2
b531620286c6c6fbd1d3e7b58390fec0,135,2,204.11,4,3,3,04/03/2003,Active & Engaged,2
d052fe86655dae0e952c1bacbbb99d7a,164,2,204.09,4,3,3,04/03/2003,Active & Engaged,2
dd47740f3c285d15d8c9c72fc204e78a,97,2,204.05,5,3,3,05/03/2003,Active & Engaged,2
4b8b7bf8d90bd492c7a61ec3ce264a0a,213,2,203.71,4,3,3,04/03/2003,Active & Engaged,2
2f2f4b5a5700a5b108e6da7f0f5f5bb3,132,2,203.33,4,3,3,04/03/2003,Active & Engaged,2
a2eb3545fdbc2c6687e8d66c78c206d6,129,2,203.28,5,3,3,05/03/2003,Active & Engaged,2
07bd3d18ecba2420a8934b34a26f157a,181,2,202.81,4,3,3,04/03/2003,Active & Engaged,2
2fd07dc5dbae616986e00fb72e7a779b,164,2,202.74,4,3,3,04/03/2003,Active & Engaged,2
1c628081cb579ed6035b9aa8614e69f4,148,3,202.56,4,5,3,04/05/2003,Active & Engaged,2
f3d7cb12e7dc54a424d935aae4426461,193,2,201.76,4,3,3,04/03/2003,Active & Engaged,2
6caedf47165dd303190404ba0d47e802,183,2,201.63,4,3,3,04/03/2003,Active & Engaged,2
f5d32f2ee3d4caec1870de481c276bd8,133,2,200.62,4,3,3,04/03/2003,Active & Engaged,2
4755e6cf97a25760ab159e0457c84a29,118,2,200.43,5,3,3,05/03/2003,Active & Engaged,2
19de4cc79e2c2986e70b155b7631f61c,173,2,200.08,4,3,3,04/03/2003,Active & Engaged,2
9194f9aedc33b4f984bcdcc7da7461f4,152,2,200.04,4,3,3,04/03/2003,Active & Engaged,2
d4e5ada242c876e58b2dbbcfaa80d977,193,2,199.87,4,3,3,04/03/2003,Active & Engaged,2
9b7fcde05dd369caf4dea1f04ed39fcc,73,2,199.68,5,3,3,05/03/2003,Active & Engaged,2
1ce879e096d3c38f230acdab7165332e,152,2,199.38,4,3,3,04/03/2003,Active & Engaged,2
9ab7e264a4fe8551657555d5bbdc6258,104,2,199.3,5,3,3,05/03/2003,Active & Engaged,2
cb36d0f12c99d07935b706269045f613,138,2,199.18,4,3,3,04/03/2003,Active & Engaged,2
0241fa2e9adf0576cb0f845377d05c03,85,2,199.03,5,3,3,05/03/2003,Active & Engaged,2
e372df26ddbc7532211a9886f9d3f358,93,2,198.9,5,3,3,05/03/2003,Active & Engaged,2
f1c08d13b8520a6efa197627fada3a56,72,2,198.79,5,3,3,05/03/2003,Active & Engaged,2
65ee274b862c5c053367be8a70dbc029,145,2,198.78,4,3,3,04/03/2003,Active & Engaged,2
d83257348027bd8c59a228cc034de5e3,128,2,197.73,5,3,3,05/03/2003,Active & Engaged,2
8e31f8c64b847de447636be1ced917f2,70,2,197.31,5,3,3,05/03/2003,Active & Engaged,2
63adc4def3cd3c39bd83083d737d98b5,56,2,197.21,5,3,3,05/03/2003,Active & Engaged,2
314259ece6a9207c6fc02d925fc996b9,211,2,196.92,4,3,3,04/03/2003,Active & Engaged,2
52d40ed525892e7b31fc34aa750419c9,133,2,196.68,4,3,3,04/03/2003,Active & Engaged,2
49257d143ec6384f53a6648062252966,213,2,196.66,4,3,3,04/03/2003,Active & Engaged,2
2767f1bba0529fe3f48378c05ea40f0f,195,2,196.58,4,3,3,04/03/2003,Active & Engaged,2
13bf0b4120921402dff563cda4383ff6,85,2,196.5,5,3,3,05/03/2003,Active & Engaged,2
805e5a317f4b3e1afccb9dfd71287a36,131,2,196.12,5,3,3,05/03/2003,Active & Engaged,2
1c553721323d2cf153d114724b92118e,195,2,195.63,4,3,3,04/03/2003,Active & Engaged,2
56e80e4b4a777631c5399e3fd0d6ee85,190,2,195.22,4,3,3,04/03/2003,Active & Engaged,2
0f64cafdb3e1e4806c99ff165305e27f,198,2,195.16,4,3,3,04/03/2003,Active & Engaged,2
0d51e04ae0b1d341e4f49812d1f4fbe2,154,2,195.09,4,3,3,04/03/2003,Active & Engaged,2
02b20b7c813efede140142ac610e36dc,212,2,194.57,4,3,3,04/03/2003,Active & Engaged,2
bc0cc7fd03864119501b931413dde0df,161,2,194.06,4,3,3,04/03/2003,Active & Engaged,2
7cf08f01ab6a6a1365e1613989a65158,162,2,193.88,4,3,3,04/03/2003,Active & Engaged,2
de226a12fac20b56580d731ec8ab8623,115,2,193.17,5,3,3,05/03/2003,Active & Engaged,2
230b7f6050862e4d39911debaa3088ef,173,2,193.04,4,3,3,04/03/2003,Active & Engaged,2
334d0235ca6f2f09dd55804a26efe952,134,2,192.74,4,3,3,04/03/2003,Active & Engaged,2
86df00dc5fd68f4dd5d5945ca19f3ed6,369,3,2400.48,2,5,5,02/05/2005,Lapsed - Recovery Target,3
73601b1eec55943e90ce8d61253d5c09,350,2,2068.68,2,1,5,02/01/2005,Lapsed - Recovery Target,3
798c34ffa9047399853eab8ca7c0b9a0,317,2,1812.19,2,1,5,02/01/2005,Lapsed - Recovery Target,3
a1044dd75b74fbc485b040575a14acf0,301,2,1737.88,2,1,5,02/01/2005,Lapsed - Recovery Target,3
0f5ac8d5c31de21d2f25e24be15bbffb,324,2,1544.82,2,1,5,02/01/2005,Lapsed - Recovery Target,3
da1e7179b9c5a1494d78528cbcf05aa0,342,2,1467.87,2,1,5,02/01/2005,Lapsed - Recovery Target,3
eaa604ab9f816252edb7a8d297f932e5,319,2,1432.21,2,1,5,02/01/2005,Lapsed - Recovery Target,3
21bde4e982c4681021edabb899bcebfe,304,2,1304.36,2,1,5,02/01/2005,Lapsed - Recovery Target,3
12ab9334b1240d6d037f2b0102a49571,308,2,1297.47,2,1,5,02/01/2005,Lapsed - Recovery Target,3
ecdbc4bf2201c807294c7d8c4b777032,365,2,1294.09,2,1,5,02/01/2005,Lapsed - Recovery Target,3
cbd08b04b3f301152b7570da5e9c8cc4,396,3,1249.87,2,5,5,02/05/2005,Lapsed - Recovery Target,3
f34cd7fd85a1f8baff886edf09567be3,389,4,1236.76,2,5,5,02/05/2005,Lapsed - Recovery Target,3
d5419994a02a55d4b7cd00e77fabdbae,315,2,1229.43,2,1,5,02/01/2005,Lapsed - Recovery Target,3
0aadc1d26d1c8b88a52c39a533ccea93,323,2,1218.7,2,1,5,02/01/2005,Lapsed - Recovery Target,3
6bb535b0906b43e0041916897667aeed,395,3,1195.23,2,5,5,02/05/2005,Lapsed - Recovery Target,3
d2ecc28fac1b377eefe7b209a895626a,317,2,1183.46,2,1,5,02/01/2005,Lapsed - Recovery Target,3
8bb910cd8c3b29e4acf2e94e3aaffbbf,313,2,1131.08,2,1,5,02/01/2005,Lapsed - Recovery Target,3
d97b3cfb22b0d6b25ac9ed4e9c2d481b,365,2,1044.13,2,1,5,02/01/2005,Lapsed - Recovery Target,3
2fe074ea3cc24b8fd57d29effc995f8b,320,2,1043.06,2,1,5,02/01/2005,Lapsed - Recovery Target,3
c0536ee7a009264e0f1bf1c8f4c54ad3,327,2,1029.36,2,1,5,02/01/2005,Lapsed - Recovery Target,3
ae53a87a257f8e54795af6ff434e443b,398,2,1019.41,2,1,5,02/01/2005,Lapsed - Recovery Target,3
98758d88bf4b8eef1372ddee45d63178,395,2,997.96,2,1,5,02/01/2005,Lapsed - Recovery Target,3
c7fb8ec1ea35af7e89f989b6e17e2bd8,347,2,972.97,2,1,5,02/01/2005,Lapsed - Recovery Target,3
31bfa97f1ea0663a50ebc5c811ebdf4d,349,2,937.36,2,1,5,02/01/2005,Lapsed - Recovery Target,3
37545efd489b0b7c9aa20690f344271d,394,2,897.68,2,1,5,02/01/2005,Lapsed - Recovery Target,3
4754e3b66497719a91b36268ed9c5718,313,2,881.11,2,1,5,02/01/2005,Lapsed - Recovery Target,3
71df425cb9aec3337bc969df451d663a,383,2,861.81,2,1,5,02/01/2005,Lapsed - Recovery Target,3
6419a1be8feac26ec793667b71cbaeb4,295,3,841.98,2,5,5,02/05/2005,Lapsed - Recovery Target,3
e30b83af13d6ff0b0f427b2a67c43b39,323,3,841.15,2,5,5,02/05/2005,Lapsed - Recovery Target,3
0cc2ee1112a11a1094eff52fa2e87150,379,3,839.62,2,5,5,02/05/2005,Lapsed - Recovery Target,3
17e873c00e3fef97c9f1347c6681bd1a,389,2,794.6,2,1,5,02/01/2005,Lapsed - Recovery Target,3
dcee1e44ded6f1bfc5b4988d771243da,317,2,793.57,2,1,5,02/01/2005,Lapsed - Recovery Target,3
c968cdb924339d7a42e0c448153b72cc,366,2,788.16,2,1,5,02/01/2005,Lapsed - Recovery Target,3
3db6e5afa8e8178a29afc729855315e2,327,3,779.34,2,5,5,02/05/2005,Lapsed - Recovery Target,3
ee3adea169ca02ca9bd1e80bc620856e,288,2,770.62,2,1,5,02/01/2005,Lapsed - Recovery Target,3
51dc56123336c573f2977f5da81b17b9,384,2,769.24,2,1,5,02/01/2005,Lapsed - Recovery Target,3
862bcdd9344546914b93a16397a78791,309,2,763.6,2,1,5,02/01/2005,Lapsed - Recovery Target,3
24d27f115e367d9129a0e7a7a5d36866,336,2,754.23,2,1,5,02/01/2005,Lapsed - Recovery Target,3
6f302f15a62c56b3100b67a81bfef328,303,2,735.39,2,1,5,02/01/2005,Lapsed - Recovery Target,3
e12f7f1e96f1f9f6361572028a1fad5a,352,3,729.74,2,5,5,02/05/2005,Lapsed - Recovery Target,3
487b72af97cd4e1dcdfae25627f3ea8a,313,2,703.38,2,1,5,02/01/2005,Lapsed - Recovery Target,3
72061fff095d8325b311ea24e2f4a2b5,309,2,699.8,2,1,5,02/01/2005,Lapsed - Recovery Target,3
19c60787f1a478ec7345d03bc4298398,328,2,693.67,2,1,5,02/01/2005,Lapsed - Recovery Target,3
a7657330b1c135f3acd420326e335b2c,344,4,667.12,2,5,5,02/05/2005,Lapsed - Recovery Target,3
c51a1f42780144ae12d0e529abc3f83f,321,2,641.22,2,1,5,02/01/2005,Lapsed - Recovery Target,3
7ea3dc64a652d699ace3048e904c561b,315,2,624.95,2,1,5,02/01/2005,Lapsed - Recovery Target,3
07342638d0e0aad32c3cf0efc1a37ba5,385,2,619.38,2,1,5,02/01/2005,Lapsed - Recovery Target,3
8e78f2e8305481c8b0f285670de4829b,327,2,611.54,2,1,5,02/01/2005,Lapsed - Recovery Target,3
c4536b58064f144d0538c9cc69c2765d,363,2,607.55,2,1,5,02/01/2005,Lapsed - Recovery Target,3
24fc2d6f4c3339820a1a3746a125f8c5,329,2,604.05,2,1,5,02/01/2005,Lapsed - Recovery Target,3
e0c99ffdcd8891130985ac90cd2d8eec,386,3,588.71,2,5,5,02/05/2005,Lapsed - Recovery Target,3
8dfbc9064378d19ac99a21ac353072d7,362,2,584.68,2,1,5,02/01/2005,Lapsed - Recovery Target,3
db03954a9a1cc5e71f6e0f73e81a628c,377,3,575.94,2,5,5,02/05/2005,Lapsed - Recovery Target,3
bfca7a9e3e07df51447510ede80822ec,381,2,572.72,2,1,5,02/01/2005,Lapsed - Recovery Target,3
4c93744516667ad3b8f1fb645a3116a4,367,2,565.88,2,1,5,02/01/2005,Lapsed - Recovery Target,3
ec6a85d8bf9c7a514c411a1287643d1d,315,2,560.18,2,5,5,02/05/2005,Lapsed - Recovery Target,3
76d1df67cfa34a2c4606537d54aea0f8,354,2,558.34,2,5,5,02/05/2005,Lapsed - Recovery Target,3
ec7f1811826ab04a27a92197bc40c888,302,4,556.94,2,5,5,02/05/2005,Lapsed - Recovery Target,3
c9b3b24308b1a4587ffa3e60fafc2b1f,346,3,553.15,2,5,5,02/05/2005,Lapsed - Recovery Target,3
1118bbd6c82a824ebc677b12e525864f,354,2,537.72,2,5,5,02/05/2005,Lapsed - Recovery Target,3
4ef6c02126b21225e011b242f9f79c6f,308,2,528.29,2,5,5,02/05/2005,Lapsed - Recovery Target,3
b8d31a82b1bb71983bbc08e4751baeab,304,2,522.93,2,5,5,02/05/2005,Lapsed - Recovery Target,3
ac987d464574ee0f743f9b630f937a27,381,3,515.37,2,5,5,02/05/2005,Lapsed - Recovery Target,3
99da196553d9b67b1c762a712a8caaf6,327,2,515.12,2,5,5,02/05/2005,Lapsed - Recovery Target,3
699003f10173022740145aa4aaeaccd5,326,2,511.22,2,5,5,02/05/2005,Lapsed - Recovery Target,3
a7f8b23aaf522616c6c7daa2a3753247,317,2,504.82,2,5,5,02/05/2005,Lapsed - Recovery Target,3
d8a89dc47bde7dc0b83a3434cc017ee1,345,2,504.5,2,5,5,02/05/2005,Lapsed - Recovery Target,3
987fadd385777d8f27edac709bc9fb61,328,2,502.25,2,5,5,02/05/2005,Lapsed - Recovery Target,3
0a609db8d244100909a15d65eadf8539,364,3,501.16,2,5,5,02/05/2005,Lapsed - Recovery Target,3
6be28ae15cd1e7b3f3f36ac483512822,327,2,500.42,2,5,5,02/05/2005,Lapsed - Recovery Target,3
49e6749fd8bf4a9218457eb19a92e200,316,2,497.84,2,5,5,02/05/2005,Lapsed - Recovery Target,3
b5b46581465f851df3529a30d2503f59,379,2,496.38,2,5,5,02/05/2005,Lapsed - Recovery Target,3
120a6e1875940fe48a44d6cf30706230,332,2,495.7,2,5,5,02/05/2005,Lapsed - Recovery Target,3
0e06af8004ffd01a3461e768f9f659aa,332,2,495.53,2,5,5,02/05/2005,Lapsed - Recovery Target,3
362928c8cd61df2e6951751dffb4be85,358,2,494.75,2,5,5,02/05/2005,Lapsed - Recovery Target,3
a0f0a2082b269a9715ba874c94b592f3,327,2,492.74,2,5,5,02/05/2005,Lapsed - Recovery Target,3
e8bab621313ad2a3c0ce8e3a023ff9bb,392,2,492.26,2,5,5,02/05/2005,Lapsed - Recovery Target,3
4f2029f4e7aea8455f5c1cb9de0b7ccd,391,2,491.63,2,5,5,02/05/2005,Lapsed - Recovery Target,3
cb57be427d5e8c06c10cdd1540df1e00,317,2,485.23,2,5,5,02/05/2005,Lapsed - Recovery Target,3
b08fab27d47a1eb6deda07bfd965ad43,393,4,477.34,2,5,5,02/05/2005,Lapsed - Recovery Target,3
7a1de9bde89aedca8c5fbad489c5571c,319,2,467,2,5,5,02/05/2005,Lapsed - Recovery Target,3
5a85f706b2059c3cd55287e105d8d5ea,324,2,464.01,2,5,5,02/05/2005,Lapsed - Recovery Target,3
c45ece361aab055ea6c55b61eb2d99c0,380,2,459.05,2,5,5,02/05/2005,Lapsed - Recovery Target,3
a40096fc0a3862e9e12bc55b5f8e6ab2,371,3,457.18,2,5,5,02/05/2005,Lapsed - Recovery Target,3
7a6b4947e01039432cac229435d058ee,395,2,452.24,2,5,5,02/05/2005,Lapsed - Recovery Target,3
e9b87dccd9c326a3325385087eb0150c,377,3,451.83,2,5,5,02/05/2005,Lapsed - Recovery Target,3
bcf0a5f0f3ec8639f940749aab360d8f,378,2,451.72,2,5,5,02/05/2005,Lapsed - Recovery Target,3
5126071e8e67f61789f6ce9f3af56143,301,2,450.22,2,5,5,02/05/2005,Lapsed - Recovery Target,3
712c4abfd9b054e7872aad2021a4aee3,334,2,446.28,2,5,5,02/05/2005,Lapsed - Recovery Target,3
e395de53a61a2f8fa96ea1ca399c3ff5,395,2,438.92,2,5,5,02/05/2005,Lapsed - Recovery Target,3
2fc5e667ccf2a1c87a798be23f1c920a,347,2,437.41,2,5,5,02/05/2005,Lapsed - Recovery Target,3
15eb6c5aa4aa23cbdb42e119220d23ec,363,2,436.88,2,5,5,02/05/2005,Lapsed - Recovery Target,3
f8777c0c5c96632fe9ded01856cb8c82,369,2,435.56,2,5,5,02/05/2005,Lapsed - Recovery Target,3
21560f93adbd9ada040a40909ac8619d,335,2,434.27,2,5,5,02/05/2005,Lapsed - Recovery Target,3
aa2630ebac79aa0c7749370b705121bc,379,2,432.6,2,5,5,02/05/2005,Lapsed - Recovery Target,3
7bff4fff725edd40fde6f0ac1eb0e2dc,327,2,431.12,2,5,5,02/05/2005,Lapsed - Recovery Target,3
2cf396c9e24e7627ff042cccb209b9e6,394,2,429.3,2,5,5,02/05/2005,Lapsed - Recovery Target,3
8e0275b5c7fb6f05e312a1079a674410,314,2,425.46,2,5,5,02/05/2005,Lapsed - Recovery Target,3
8746f1ba2e19bcf8bc03a946a0923d78,319,2,425.13,2,5,5,02/05/2005,Lapsed - Recovery Target,3
0abee71cd257861a0944e2a81cea4a50,325,2,423.86,2,5,5,02/05/2005,Lapsed - Recovery Target,3
e11a1b428e150830944b665cb6b2d5da,303,2,421.47,2,5,5,02/05/2005,Lapsed - Recovery Target,3
5b65c2693d8103d23aa910cd33d68daa,351,2,420.5,2,5,5,02/05/2005,Lapsed - Recovery Target,3
4897a3c64a635a703a71dd2d9189bffa,383,2,419.47,2,5,5,02/05/2005,Lapsed - Recovery Target,3
58498d9dec038f925f6406ebdfdc36bb,335,2,419.17,2,5,5,02/05/2005,Lapsed - Recovery Target,3
5b3186d7cf904f2f9369aec26faba4d2,327,3,418.21,2,5,5,02/05/2005,Lapsed - Recovery Target,3
c1977e8e3ea0900e70cd1dd70123d382,317,2,417.17,2,5,5,02/05/2005,Lapsed - Recovery Target,3
4e4b787733d41ea0cb9b69a192bb285e,319,2,417.02,2,5,5,02/05/2005,Lapsed - Recovery Target,3
50cd97d731f3f5e3f321673c2671a23d,302,3,416.39,2,5,5,02/05/2005,Lapsed - Recovery Target,3
ead394416d4f85207932cc124eb145e2,317,2,416.36,2,5,5,02/05/2005,Lapsed - Recovery Target,3
bd8ee6a65c4d647953792da821444580,321,2,413.61,2,5,5,02/05/2005,Lapsed - Recovery Target,3
664fe7916cb8709c6b848383c6361dcc,357,2,409.33,2,5,5,02/05/2005,Lapsed - Recovery Target,3
da2b78576894a7f95d45bfd20250cc54,317,3,408.7,2,5,4,02/05/2004,Lapsed - Recovery Target,3
73de7b7b976fc6b75283b05f67fd6b5b,337,2,408.2,2,5,4,02/05/2004,Lapsed - Recovery Target,3
fdb47f6659321662dce6524a8c629d0b,315,2,407.56,2,5,4,02/05/2004,Lapsed - Recovery Target,3
bcc9a08b533971412be737fd5bd918b3,323,2,404.2,2,5,4,02/05/2004,Lapsed - Recovery Target,3
339c527109c4c03e8e09bd4b593dab5f,385,2,403.99,2,5,4,02/05/2004,Lapsed - Recovery Target,3
5416f8ad5bc33953624084ebc8738307,327,2,402.74,2,5,4,02/05/2004,Lapsed - Recovery Target,3
c3733cbdb41f37b5477b2c01c523e220,396,2,399.6,2,5,4,02/05/2004,Lapsed - Recovery Target,3
49afeec74ee36fc6e5582ccd16111a14,334,2,395.83,2,5,4,02/05/2004,Lapsed - Recovery Target,3
62a25a159f9fd2ab7c882d9407f49aa9,314,2,395.55,2,5,4,02/05/2004,Lapsed - Recovery Target,3
50ad9fb3ba7f8cf336529fe94a182996,381,2,391.17,2,5,4,02/05/2004,Lapsed - Recovery Target,3
861e2a5848de1a3e8fa544236a8369f9,306,2,390.02,2,5,4,02/05/2004,Lapsed - Recovery Target,3
e7039843c54c69530bbf70d926baaab6,335,2,388.37,2,5,4,02/05/2004,Lapsed - Recovery Target,3
81ede855f58f99b76014d66d161e7a23,299,2,388,2,5,4,02/05/2004,Lapsed - Recovery Target,3
310647380793836bfa5b7b6b3f518423,364,3,385.27,2,5,4,02/05/2004,Lapsed - Recovery Target,3
bc7b9e0d078c0c01f622b38cfcd7ee9c,345,2,384.31,2,5,4,02/05/2004,Lapsed - Recovery Target,3
615922c430abddd368735199c38e735d,367,3,383.99,2,5,4,02/05/2004,Lapsed - Recovery Target,3
71b14aca95bfbedbc5746d2c0a92d8e2,329,2,383.36,2,5,4,02/05/2004,Lapsed - Recovery Target,3
4d98a16aebfef3772cc4d547bcae8761,334,2,382.59,2,5,4,02/05/2004,Lapsed - Recovery Target,3
17a2d93cb1aab45e3d21d5eba7daaed2,303,2,380.44,2,5,4,02/05/2004,Lapsed - Recovery Target,3
d0c8fa169b9f2995d6a1692a0e3aae32,292,2,379.71,2,5,4,02/05/2004,Lapsed - Recovery Target,3
31aa2034dc4b34b06487e22a53b4a07a,383,2,379.28,2,5,4,02/05/2004,Lapsed - Recovery Target,3
d7c6335139cb055ed0ce1125ddc788d8,323,2,378.96,2,5,4,02/05/2004,Lapsed - Recovery Target,3
1bbf6de8bbe287cb474e57d437d72969,378,2,377.76,2,5,4,02/05/2004,Lapsed - Recovery Target,3
e87c2e2e5985c5996ec20651a3d50fe7,391,2,375.87,2,5,4,02/05/2004,Lapsed - Recovery Target,3
7d19f93ed7e2ea8211975b68525b0598,325,2,374.8,2,5,4,02/05/2004,Lapsed - Recovery Target,3
b4afb55d2d38d9bbe0b83ec108c3e77e,359,2,373.35,2,5,4,02/05/2004,Lapsed - Recovery Target,3
d8f979fcfc0ce686f6abf5af5f5217d4,363,2,372.62,2,5,4,02/05/2004,Lapsed - Recovery Target,3
c0fcb07a9959ae14f01bad208e445cc4,367,2,372.52,2,5,4,02/05/2004,Lapsed - Recovery Target,3
f7d2fc6f0a2778f53d2a6bfc27bd0e8c,363,2,370.19,2,5,4,02/05/2004,Lapsed - Recovery Target,3
e38a9d13896946501404c6d82790728c,310,2,364.16,2,4,4,02/04/2004,Lapsed - Recovery Target,3
e58e049eea2419a34274619f798d0cd4,323,2,362.89,2,4,4,02/04/2004,Lapsed - Recovery Target,3
99b026061fefe9ff09cdd0e745a9233e,387,2,361.09,2,4,4,02/04/2004,Lapsed - Recovery Target,3
e68365f0fec5a377bd6f49cb444e453c,378,2,361.02,2,1,4,02/01/2004,Lapsed - Recovery Target,3
857104e1bfb81cb14e88ff07d1b22c70,319,2,360.21,2,4,4,02/04/2004,Lapsed - Recovery Target,3
f64ec6d8dd29940264cd0bbb5ecade8a,330,4,359,2,5,4,02/05/2004,Lapsed - Recovery Target,3
bd0512ab6c631a62fdc974a682600f56,387,2,357.76,2,4,4,02/04/2004,Lapsed - Recovery Target,3
013f4353d26bb05dc6652f1269458d8d,323,2,356.39,2,4,4,02/04/2004,Lapsed - Recovery Target,3
251e658613a224723f8a077946183b20,332,2,355.19,2,4,4,02/04/2004,Lapsed - Recovery Target,3
d44ccec15f5f86d14d6a2cfa67da1975,341,3,352.35,2,5,4,02/05/2004,Lapsed - Recovery Target,3
6d983c87bdeb0ca15734c8bdaa79a2ea,334,2,348.03,2,4,4,02/04/2004,Lapsed - Recovery Target,3
35de25c73544f00e8adde226a4d1bdcc,381,2,347.38,2,4,4,02/04/2004,Lapsed - Recovery Target,3
4bbba2a307995c25e9d635cc1a9700d0,325,2,346.62,2,4,4,02/04/2004,Lapsed - Recovery Target,3
255ac312f5ceb97163ec60f0db2eee11,316,2,344.93,2,4,4,02/04/2004,Lapsed - Recovery Target,3
9c9372efb0eaba42664210e312fe38c4,340,2,344.61,2,4,4,02/04/2004,Lapsed - Recovery Target,3
d2787622df9fd933c164f7cf696a4e2a,385,2,342.61,2,4,4,02/04/2004,Lapsed - Recovery Target,3
b59e4bb4efe81ba0f7d30cff6734f9a2,317,3,342.48,2,5,4,02/05/2004,Lapsed - Recovery Target,3
